"CREATEDBYID","CREATEDDATE","ETICHETTA_RISULTATI_EN__C","ETICHETTA_RISULTATI_IT__C","ID","INSIEME_OPZIONI_DOMANDA__C","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","OPZIONE_DOMANDA_EN__C","OPZIONE_DOMANDA_IT__C","ORDINE__C","OWNERID","SYSTEMMODSTAMP","VALORE_NUMERICO__C","VALORE_TESTUALE__C"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Sufficientemente","a0y1n000002oUAuAAM","a0w1n000006DRaBAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000078","","Sufficientemente","3.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","3.0","Sufficientemente"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Non Abbastanza","a0y1n000002oUAvAAM","a0w1n000006DRaBAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000079","","No, non abbastanza","4.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","2.0","Non Abbastanza"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Per Nulla","a0y1n000002oUAwAAM","a0w1n000006DRaBAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000080","","No, per nulla","5.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","1.0","Per Nulla"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Molto","a0y1n000002oUAxAAM","a0w1n000006DRaCAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000081","","Siamo molto solidi e confidenti nel futuro","1.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Abbastanza","a0y1n000002oUAyAAM","a0w1n000006DRaCAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000082","","Abbastanza, stiamo consolidando","2.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Non del tutto","a0y1n000002oUAzAAM","a0w1n000006DRaCAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000083","","Non del tutto, possiamo migliorare","4.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","2.0","Non del tutto"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Sufficientemente","a0y1n000002oUB0AAM","a0w1n000006DRaCAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000084","","Sufficientemente, su alcuni parametri c'è da lavorare","3.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","3.0","Sufficientemente"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Poco","a0y1n000002oUB1AAM","a0w1n000006DRaCAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000085","","Poco, c'è molto da fare","5.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","1.0","Poco"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Molta","a0y1n000002oUB2AAM","a0w1n000006DRaDAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000086","","Molta","1.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","5.0","Molta"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Abbastanza","a0y1n000002oUB3AAM","a0w1n000006DRaDAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000087","","Abbastanza","2.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Sufficiente","a0y1n000002oUB4AAM","a0w1n000006DRaDAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000088","","Sufficiente","3.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","3.0","Sufficiente"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Poca","a0y1n000002oUB5AAM","a0w1n000006DRaDAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000089","","Poca","4.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","2.0","Poca"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Per nulla","a0y1n000002oUB6AAM","a0w1n000006DRaDAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000090","","Per nulla","5.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Ottimo","a0y1n000002oUB7AAM","a0w1n000006DRaEAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000091","","Ottimo, siamo in sintonia","1.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","5.0","Ottimo"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Buono","a0y1n000002oUB8AAM","a0w1n000006DRaEAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000092","","Buono, siamo allineati","2.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","4.0","Buono"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Sufficiente","a0y1n000002oUB9AAM","a0w1n000006DRaEAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000093","","Sufficiente, c'è un rapporto adeguato","3.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","3.0","Sufficiente"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Migliorabile","a0y1n000002oUBAAA2","a0w1n000006DRaEAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000094","","Migliorabile, ci sono alcune tensioni","4.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","2.0","Migliorabile"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Insoddisfacente","a0y1n000002oUBBAA2","a0w1n000006DRaEAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000095","","Insoddisfacente, ci sono molte tensioni","5.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","1.0","Insoddisfacente"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Molto","a0y1n000002oUBCAA2","a0w1n000006DRaFAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000096","","Molto, è ottima sia in termini di persone che di processi","1.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Abbastanza","a0y1n000002oUBDAA2","a0w1n000006DRaFAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000097","","Abbastanza, funziona bene ma alcuni aspetti sono affinabili","2.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Sufficientemente","a0y1n000002oUBEAA2","a0w1n000006DRaFAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000098","","Sufficientemente, è necessario rivedere alcuni ruoli e processi","3.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","3.0","Sufficientemente"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Poco","a0y1n000002oUBFAA2","a0w1n000006DRaFAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000099","","Non del tutto sufficiente, ci sono alcuni aspetti su cui intervenire","4.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","2.0","Poco"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Per nulla","a0y1n000002oUBGAA2","a0w1n000006DRaFAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000100","","Poco, ci sono diversi aspetti su cui intervenire","5.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Molto","a0y1n000002oUBHAA2","a0w1n000006DRaGAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000101","","Molto, su alcuni aspetti siamo davvero evoluti","1.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Abbastanza","a0y1n000002oUBIAA2","a0w1n000006DRaGAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000102","","Abbastanza, ma la linea di sviluppo innovativo è tracciata","2.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Nella media","a0y1n000002oUBJAA2","a0w1n000006DRaGAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000103","","Nella media, dovremmo affrontare alcuni step di innovazione","3.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","3.0","Nella media"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Poco","a0y1n000002oUBKAA2","a0w1n000006DRaGAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000104","","Poco, riconosco che sarebbe importante innovare qualcosa","4.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","2.0","Poco"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Per nulla","a0y1n000002oUBLAA2","a0w1n000006DRaGAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000105","","Per nulla, fatichiamo ad innovare","5.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Ottimo","a0y1n000002oUBMAA2","a0w1n000006DRaHAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000106","","Ottimo, sono molto efficaci ed efficienti","1.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","5.0","Ottimo"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Buono","a0y1n000002oUBNAA2","a0w1n000006DRaHAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000107","","Buono, sono abbastanza efficaci ed efficienti","2.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","4.0","Buono"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Sufficiente","a0y1n000002oUBOAA2","a0w1n000006DRaHAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000108","","Sufficiente, alcuni aspetti devono essere affinati","3.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","3.0","Sufficiente"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Non del tutto sufficiente","a0y1n000002oUBPAA2","a0w1n000006DRaHAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000109","","Non del tutto sufficiente, molti aspetti sono migliorabili","4.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","2.0","Non del tutto sufficiente"
"0050Y000000NtQOQA0","2019-08-30T13:47:11.000Z","","Insoddisfacente","a0y1n000002oUBQAA2","a0w1n000006DRaHAAW","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000110","","Insoddisfacente, non sono abbastanza funzionali","5.0","0050Y000000NtQOQA0","2019-09-23T15:38:53.000Z","1.0","Insoddisfacente"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Molto","a0y1n000002p0ELAAY","a0w1n000006hajiAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000111","","Molto, ce la faremo senza problemi","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Abbastanza","a0y1n000002p0EMAAY","a0w1n000006hajiAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000112","","Abbastanza, dovremmo quasi esserci","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Sufficientemente","a0y1n000002p0ENAAY","a0w1n000006hajiAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000113","","Sufficientemente, dobbiamo spingere un po'","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Sufficientemente"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Poco","a0y1n000002p0EOAAY","a0w1n000006hajiAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000114","","Poco, siamo abbastanza lontani","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Poco"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Per nulla","a0y1n000002p0EPAAY","a0w1n000006hajiAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000115","","Per nulla, siamo un po' in difficoltà","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Molto efficace","a0y1n000002p0EQAAY","a0w1n000006hajjAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000116","","Sì, è molto efficace","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Abbastanza efficace","a0y1n000002p0ERAAY","a0w1n000006hajjAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000117","","Sì, è abbastanza efficace","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Sufficientemente efficace","a0y1n000002p0ESAAY","a0w1n000006hajjAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000118","","Nella media, è sufficientemente efficace","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Sufficientemente"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Poco efficace","a0y1n000002p0ETAAY","a0w1n000006hajjAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000119","","No, non è abbastanza efficace","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Poco"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Non efficace","a0y1n000002p0EUAAY","a0w1n000006hajjAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000120","","No, non è efficace","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Molto competitiva","a0y1n000002p0EVAAY","a0w1n000006hajkAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000121","","Sì, è molto competitiva","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Abbastanza competitiva","a0y1n000002p0EWAAY","a0w1n000006hajkAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000122","","Sì, è abbastanza competitiva","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Mediamente competitiva","a0y1n000002p0EXAAY","a0w1n000006hajkAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000123","","Nella media, è sufficientemente competitiva","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Mediamente"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Poco competitiva","a0y1n000002p0EYAAY","a0w1n000006hajkAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000124","","No, è poco competitiva","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Poco"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Non competitiva","a0y1n000002p0EZAAY","a0w1n000006hajkAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000125","","No, non è competitiva","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Ottimo","a0y1n000002p0EaAAI","a0w1n000006hajlAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000126","","Ottimo, c'è un clima molto collaborativo e orientato agli obiettivi","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Ottimo"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Buono","a0y1n000002p0EbAAI","a0w1n000006hajlAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000127","","Buono, c'è un clima abbastanza collaborativo e produttivo","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Buono"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Adeguato","a0y1n000002p0EcAAI","a0w1n000006hajlAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000128","","Adeguato, ci sono solo alcune dinamiche da affinare","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Adeguato"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Poco adeguato","a0y1n000002p0EdAAI","a0w1n000006hajlAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000129","","Non del tutto adeguato, abbiamo alcune situazioni contingenti da aggiustare","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Poco"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Non adeguato","a0y1n000002p0EeAAI","a0w1n000006hajlAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000130","","Non adeguato, abbiamo diverse situazioni da gestire","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Molta","a0y1n000002p0EfAAI","a0w1n000006hajmAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000131","","Molta, c'è massima fiducia nel management","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Molta"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Abbastanza","a0y1n000002p0EgAAI","a0w1n000006hajmAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000132","","Abbastanza, mi fido delle scelte","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Nella media","a0y1n000002p0EhAAI","a0w1n000006hajmAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000133","","Mediamente sento di potermi fidare","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Nella media"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Poca","a0y1n000002p0EiAAI","a0w1n000006hajmAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000134","","Poca, sono un po' diffidente","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Poca"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Nessuna","a0y1n000002p0EjAAI","a0w1n000006hajmAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000135","","Per nulla, sono molto diffidente","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Nessuna"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Molto","a0y1n000002p0EkAAI","a0w1n000006hajnAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000136","","Sì, è un ottimo strumento di crescita professionale","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Abbastanza","a0y1n000002p0ElAAI","a0w1n000006hajnAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000137","","Sì, è abbastanza utile per la crescita professionale","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Adeguata","a0y1n000002p0EmAAI","a0w1n000006hajnAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000138","","Adeguata, anche se potrebbe essere potenziata","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Adeguata"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Non abbastanza","a0y1n000002p0EnAAI","a0w1n000006hajnAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000139","","Non abbastanza, andrebbe migliorata","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Non abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Per nulla","a0y1n000002p0EoAAI","a0w1n000006hajnAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000140","","Per nulla, andrebbe rivista","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Comunicazione","a0y1n000002p0EpAAI","a0w1n000006hajoAAA","false","0050Y000001Te0YQAS","2019-12-02T09:05:13.000Z","","","OD-00000141","","Comunicazione tradizionale/digitale","1.0","0050Y000001TnJ2QAK","2019-12-02T09:05:13.000Z","1.0","Comunicazione"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Persone","a0y1n000002p0EqAAI","a0w1n000006hajoAAA","false","0050Y000001Te0YQAS","2019-12-02T09:05:13.000Z","","","OD-00000142","","Persone","2.0","0050Y000001TnJ2QAK","2019-12-02T09:05:13.000Z","2.0","Persone"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Processi","a0y1n000002p0ErAAI","a0w1n000006hajoAAA","false","0050Y000001Te0YQAS","2019-12-02T09:05:13.000Z","","","OD-00000143","","Processi","3.0","0050Y000001TnJ2QAK","2019-12-02T09:05:13.000Z","3.0","Processi"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Sistemi informativi","a0y1n000002p0EsAAI","a0w1n000006hajoAAA","false","0050Y000001Te0YQAS","2019-12-02T09:05:13.000Z","","","OD-00000144","","Sistemi informativi","4.0","0050Y000001TnJ2QAK","2019-12-02T09:05:13.000Z","4.0","Sistemi informativi"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Altro","a0y1n000002p0EtAAI","a0w1n000006hajoAAA","false","0050Y000001Te0YQAS","2019-12-02T09:05:13.000Z","","","OD-00000145","","Altro","5.0","0050Y000001TnJ2QAK","2019-12-02T09:05:13.000Z","5.0","Altro"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Non ho progetti innovativi","a0y1n000002p0EuAAI","a0w1n000006hajoAAA","false","0050Y000001Te0YQAS","2019-12-02T09:05:13.000Z","","","OD-00000146","","Non ho progetti innovativi","6.0","0050Y000001TnJ2QAK","2019-12-02T09:05:13.000Z","6.0","Non ho progetti innovativi"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Molto","a0y1n000002p0EvAAI","a0w1n000006hajpAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000147","","Sì, sono molto adeguati","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Abbastanza","a0y1n000002p0EwAAI","a0w1n000006hajpAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000148","","Sì, sono abbastanza adeguati","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Nella media","a0y1n000002p0ExAAI","a0w1n000006hajpAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000149","","Nella media, sono sufficientemente adeguati","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Nella media"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Poco","a0y1n000002p0EyAAI","a0w1n000006hajpAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000150","","No, sono poco adeguati","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Poco"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Per nulla","a0y1n000002p0EzAAI","a0w1n000006hajpAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000151","","No, non sono adeguati","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Molto","a0y1n000002p0F0AAI","a0w1n000006hajqAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000152","","Molto efficace e tempestiva","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Abbastanza","a0y1n000002p0F1AAI","a0w1n000006hajqAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000153","","Abbastanza efficace e tempestiva","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Sufficientemente","a0y1n000002p0F2AAI","a0w1n000006hajqAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000154","","Sufficientemente efficace e tempestiva","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Sufficientemente"
