"CREATEDBYID","CREATEDDATE","ETICHETTA_RISULTATI_EN__C","ETICHETTA_RISULTATI_IT__C","ID","INSIEME_OPZIONI_DOMANDA__C","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","OPZIONE_DOMANDA_EN__C","OPZIONE_DOMANDA_IT__C","ORDINE__C","OWNERID","SYSTEMMODSTAMP","VALORE_NUMERICO__C","VALORE_TESTUALE__C"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Poco","a0y1n000002p0F3AAI","a0w1n000006hajqAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000155","","Poco efficace e tempestiva","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Poco"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Per nulla","a0y1n000002p0F4AAI","a0w1n000006hajqAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000156","","Né efficace né tempestiva","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Molto efficace","a0y1n000002p0F5AAI","a0w1n000006hajrAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000157","","Molto efficace","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Abbastanza efficace","a0y1n000002p0F6AAI","a0w1n000006hajrAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000158","","Abbastanza efficace","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Sufficientemente efficace","a0y1n000002p0F7AAI","a0w1n000006hajrAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000159","","Sufficientemente efficace","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Sufficientemente"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Poco efficace","a0y1n000002p0F8AAI","a0w1n000006hajrAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000160","","Poco efficace","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Poco"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Non efficace","a0y1n000002p0F9AAI","a0w1n000006hajrAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000161","","Non è efficace","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Molto","a0y1n000002p0FAAAY","a0w1n000006hajsAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000162","","Molto innovativi","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Abbastanza","a0y1n000002p0FBAAY","a0w1n000006hajsAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000163","","Abbastanza innovativi","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Sufficientemente","a0y1n000002p0FCAAY","a0w1n000006hajsAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000164","","Sufficientemente innovativi","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Sufficientemente"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Poco","a0y1n000002p0FDAAY","a0w1n000006hajsAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000165","","Poco innovativi","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Poco"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Per nulla","a0y1n000002p0FEAAY","a0w1n000006hajsAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000166","","Non innovativi","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Per nulla"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Molto","a0y1n000002p0FFAAY","a0w1n000006hajtAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000167","","Ottima, la risposta è immediata","1.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","5.0","Molto"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Abbastanza","a0y1n000002p0FGAAY","a0w1n000006hajtAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000168","","Buona, la risposta abbastanza tempestiva","2.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Sufficiente","a0y1n000002p0FHAAY","a0w1n000006hajtAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000169","","Sufficiente, la risposta non sempre è tempestiva","3.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","3.0","Sufficiente"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Non del tutto sufficiente","a0y1n000002p0FIAAY","a0w1n000006hajtAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000170","","Non del tutto sufficiente, la risposta spesso non è tempestiva","4.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","2.0","Non del tutto sufficiente"
"0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","Insoddisfacente","a0y1n000002p0FJAAY","a0w1n000006hajtAAA","false","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","","","OD-00000171","","Insoddisfacente, la risposta non è tempestiva","5.0","0050Y000001TnJ2QAK","2019-09-23T15:38:53.000Z","1.0","Insoddisfacente"
"0050Y000001TnJ2QAK","2019-09-24T14:05:10.000Z","","Molto competitivo","a0y1n000002p1uuAAA","a0w1n000006hbWIAAY","false","0050Y000002b7vuQAA","2019-09-24T14:16:54.000Z","","","OD-00000172","","Molto competitivo","1.0","0050Y000001TnJ2QAK","2019-09-24T14:16:54.000Z","5.0","Molto"
"0050Y000001TnJ2QAK","2019-09-24T14:05:10.000Z","","Abbastanza competitivo","a0y1n000002p1uvAAA","a0w1n000006hbWIAAY","false","0050Y000002b7vuQAA","2019-09-24T14:17:10.000Z","","","OD-00000173","","Abbastanza competitivo","2.0","0050Y000001TnJ2QAK","2019-09-24T14:17:10.000Z","4.0","Abbastanza"
"0050Y000001TnJ2QAK","2019-09-24T14:05:10.000Z","","Mediamente competitivo","a0y1n000002p1uwAAA","a0w1n000006hbWIAAY","false","0050Y000002b7vuQAA","2019-09-24T14:17:17.000Z","","","OD-00000174","","Mediamente competitivo","3.0","0050Y000001TnJ2QAK","2019-09-24T14:17:17.000Z","3.0","Mediamente"
"0050Y000001TnJ2QAK","2019-09-24T14:05:10.000Z","","Poco competitivo","a0y1n000002p1uxAAA","a0w1n000006hbWIAAY","false","0050Y000002b7vuQAA","2019-09-24T14:17:28.000Z","","","OD-00000175","","Poco competitivo","4.0","0050Y000001TnJ2QAK","2019-09-24T14:17:28.000Z","2.0","Poco"
"0050Y000001TnJ2QAK","2019-09-24T14:05:10.000Z","","Insoddisfacente","a0y1n000002p1uyAAA","a0w1n000006hbWIAAY","false","0050Y000002b7vuQAA","2019-09-24T14:17:39.000Z","","","OD-00000176","","Insoddisfacente","5.0","0050Y000001TnJ2QAK","2019-09-24T14:17:39.000Z","1.0","Per nulla"
"0050Y000002b7vuQAA","2020-03-24T15:08:58.000Z","","Molto","a0y1n000003eE9XAAU","a0w1n000006zU2EAAU","false","0050Y000002b7vuQAA","2020-03-24T15:08:58.000Z","","","OD-00000177","","Molto, credo siano adeguate","1.0","0050Y000002b7vuQAA","2020-03-24T15:08:58.000Z","5.0","Molto"
"0050Y000002b7vuQAA","2020-03-24T15:09:33.000Z","","Abbastanza","a0y1n000003eE9cAAE","a0w1n000006zU2EAAU","false","0050Y000002b7vuQAA","2020-03-24T15:09:33.000Z","","","OD-00000178","","Abbastanza, credo siano ragionevoli","2.0","0050Y000002b7vuQAA","2020-03-24T15:09:33.000Z","4.0","Abbastanza"
"0050Y000002b7vuQAA","2020-03-24T15:10:09.000Z","","Sufficientemente","a0y1n000003eE9hAAE","a0w1n000006zU2EAAU","false","0050Y000002b7vuQAA","2020-03-24T15:10:09.000Z","","","OD-00000179","","Sufficientemente, alcuni aspetti andrebbero migliorati","3.0","0050Y000002b7vuQAA","2020-03-24T15:10:09.000Z","3.0","Sufficientemente"
"0050Y000002b7vuQAA","2020-03-24T15:10:45.000Z","","Poco","a0y1n000003eE9mAAE","a0w1n000006zU2EAAU","false","0050Y000002b7vuQAA","2020-03-24T15:10:45.000Z","","","OD-00000180","","Poco, diversi aspetti non mi convincono","4.0","0050Y000002b7vuQAA","2020-03-24T15:10:45.000Z","2.0","Poco"
"0050Y000002b7vuQAA","2020-03-24T15:11:21.000Z","","Per nulla","a0y1n000003eE9nAAE","a0w1n000006zU2EAAU","false","0050Y000002b7vuQAA","2020-03-24T15:11:21.000Z","","","OD-00000181","","Per nulla, le scelte andrebbero rivalutate","5.0","0050Y000002b7vuQAA","2020-03-24T15:11:21.000Z","1.0","Per nulla"
