"CREATEDBYID","CREATEDDATE","ID","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","OWNERID","SYSTEMMODSTAMP","TIPOLOGIA__C","UTENTE__C"
"0050E00000527RMQAY","2019-11-22T14:06:40.000Z","a4y0E0000005P8xQAE","false","0050E00000527RMQAY","2019-11-22T14:06:40.000Z","","","ACC-00002496","0050E00000527RMQAY","2019-11-22T14:06:40.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:09:32.000Z","a4y0E0000005P92QAE","false","0050E00000527RMQAY","2019-11-22T14:09:32.000Z","","","ACC-00002497","0050E00000527RMQAY","2019-11-22T14:09:32.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:10:21.000Z","a4y0E0000005P97QAE","false","0050E00000527RMQAY","2019-11-22T14:10:21.000Z","","","ACC-00002498","0050E00000527RMQAY","2019-11-22T14:10:21.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:10:43.000Z","a4y0E0000005P9CQAU","false","0050E00000527RMQAY","2019-11-22T14:10:43.000Z","","","ACC-00002499","0050E00000527RMQAY","2019-11-22T14:10:43.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:13:00.000Z","a4y0E0000005P9HQAU","false","0050E00000527RMQAY","2019-11-22T14:13:00.000Z","","","ACC-00002500","0050E00000527RMQAY","2019-11-22T14:13:00.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:15:16.000Z","a4y0E0000005P9MQAU","false","0050E00000527RMQAY","2019-11-22T14:15:16.000Z","","","ACC-00002501","0050E00000527RMQAY","2019-11-22T14:15:16.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:18:33.000Z","a4y0E0000005P9RQAU","false","0050E00000527RMQAY","2019-11-22T14:18:33.000Z","","","ACC-00002502","0050E00000527RMQAY","2019-11-22T14:18:33.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:20:07.000Z","a4y0E0000005P9WQAU","false","0050E00000527RMQAY","2019-11-22T14:20:07.000Z","","","ACC-00002503","0050E00000527RMQAY","2019-11-22T14:20:07.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:20:12.000Z","a4y0E0000005P9bQAE","false","0050E00000527RMQAY","2019-11-22T14:20:12.000Z","","","ACC-00002504","0050E00000527RMQAY","2019-11-22T14:20:12.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:36:21.000Z","a4y0E0000005P9qQAE","false","0050E00000527RMQAY","2019-11-22T14:36:21.000Z","","","ACC-00002505","0050E00000527RMQAY","2019-11-22T14:36:21.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:38:36.000Z","a4y0E0000005P9vQAE","false","0050E00000527RMQAY","2019-11-22T14:38:36.000Z","","","ACC-00002506","0050E00000527RMQAY","2019-11-22T14:38:36.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:39:22.000Z","a4y0E0000005PA0QAM","false","0050E00000527RMQAY","2019-11-22T14:39:22.000Z","","","ACC-00002507","0050E00000527RMQAY","2019-11-22T14:39:22.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:42:32.000Z","a4y0E0000005PA5QAM","false","0050E00000527RMQAY","2019-11-22T14:42:32.000Z","","","ACC-00002508","0050E00000527RMQAY","2019-11-22T14:42:32.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:45:13.000Z","a4y0E0000005PAAQA2","false","0050E00000527RMQAY","2019-11-22T14:45:13.000Z","","","ACC-00002509","0050E00000527RMQAY","2019-11-22T14:45:13.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:47:41.000Z","a4y0E0000005PAFQA2","false","0050E00000527RMQAY","2019-11-22T14:47:41.000Z","","","ACC-00002510","0050E00000527RMQAY","2019-11-22T14:47:41.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:47:59.000Z","a4y0E0000005PAKQA2","false","0050E00000527RMQAY","2019-11-22T14:47:59.000Z","","","ACC-00002511","0050E00000527RMQAY","2019-11-22T14:47:59.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:52:48.000Z","a4y0E0000005PAPQA2","false","0050E00000527RMQAY","2019-11-22T14:52:48.000Z","","","ACC-00002512","0050E00000527RMQAY","2019-11-22T14:52:48.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:54:51.000Z","a4y0E0000005PAUQA2","false","0050E00000527RMQAY","2019-11-22T14:54:51.000Z","","","ACC-00002513","0050E00000527RMQAY","2019-11-22T14:54:51.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:56:54.000Z","a4y0E0000005PAZQA2","false","0050E00000527RMQAY","2019-11-22T14:56:54.000Z","","","ACC-00002514","0050E00000527RMQAY","2019-11-22T14:56:54.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T14:59:55.000Z","a4y0E0000005PAeQAM","false","0050E00000527RMQAY","2019-11-22T14:59:55.000Z","","","ACC-00002515","0050E00000527RMQAY","2019-11-22T14:59:55.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:01:45.000Z","a4y0E0000005PAjQAM","false","0050E00000527RMQAY","2019-11-22T15:01:45.000Z","","","ACC-00002516","0050E00000527RMQAY","2019-11-22T15:01:45.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:04:51.000Z","a4y0E0000005PAoQAM","false","0050E00000527RMQAY","2019-11-22T15:04:51.000Z","","","ACC-00002517","0050E00000527RMQAY","2019-11-22T15:04:51.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:04:52.000Z","a4y0E0000005PAtQAM","false","0050E00000527RMQAY","2019-11-22T15:04:52.000Z","","","ACC-00002518","0050E00000527RMQAY","2019-11-22T15:04:52.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:06:35.000Z","a4y0E0000005PAyQAM","false","0050E00000527RMQAY","2019-11-22T15:06:35.000Z","","","ACC-00002519","0050E00000527RMQAY","2019-11-22T15:06:35.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:08:00.000Z","a4y0E0000005PB3QAM","false","0050E00000527RMQAY","2019-11-22T15:08:00.000Z","","","ACC-00002520","0050E00000527RMQAY","2019-11-22T15:08:00.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:10:37.000Z","a4y0E0000005PB8QAM","false","0050E00000527RMQAY","2019-11-22T15:10:37.000Z","","","ACC-00002521","0050E00000527RMQAY","2019-11-22T15:10:37.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:13:49.000Z","a4y0E0000005PBDQA2","false","0050E00000527RMQAY","2019-11-22T15:13:49.000Z","","","ACC-00002522","0050E00000527RMQAY","2019-11-22T15:13:49.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:18:16.000Z","a4y0E0000005PBIQA2","false","0050E00000527RMQAY","2019-11-22T15:18:16.000Z","","","ACC-00002523","0050E00000527RMQAY","2019-11-22T15:18:16.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:20:52.000Z","a4y0E0000005PBNQA2","false","0050E00000527RMQAY","2019-11-22T15:20:52.000Z","","","ACC-00002524","0050E00000527RMQAY","2019-11-22T15:20:52.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:22:33.000Z","a4y0E0000005PBSQA2","false","0050E00000527RMQAY","2019-11-22T15:22:33.000Z","","","ACC-00002525","0050E00000527RMQAY","2019-11-22T15:22:33.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:23:55.000Z","a4y0E0000005PBTQA2","false","0050E00000527RMQAY","2019-11-22T15:23:55.000Z","","","ACC-00002526","0050E00000527RMQAY","2019-11-22T15:23:55.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:29:27.000Z","a4y0E0000005PBXQA2","false","0050E00000527RMQAY","2019-11-22T15:29:27.000Z","","","ACC-00002527","0050E00000527RMQAY","2019-11-22T15:29:27.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:33:44.000Z","a4y0E0000005PBcQAM","false","0050E00000527RMQAY","2019-11-22T15:33:44.000Z","","","ACC-00002528","0050E00000527RMQAY","2019-11-22T15:33:44.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:35:05.000Z","a4y0E0000005PBhQAM","false","0050E00000527RMQAY","2019-11-22T15:35:05.000Z","","","ACC-00002529","0050E00000527RMQAY","2019-11-22T15:35:05.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:37:52.000Z","a4y0E0000005PBmQAM","false","0050E00000527RMQAY","2019-11-22T15:37:52.000Z","","","ACC-00002530","0050E00000527RMQAY","2019-11-22T15:37:52.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:41:04.000Z","a4y0E0000005PBrQAM","false","0050E00000527RMQAY","2019-11-22T15:41:04.000Z","","","ACC-00002531","0050E00000527RMQAY","2019-11-22T15:41:04.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:45:16.000Z","a4y0E0000005PBwQAM","false","0050E00000527RMQAY","2019-11-22T15:45:16.000Z","","","ACC-00002532","0050E00000527RMQAY","2019-11-22T15:45:16.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:47:00.000Z","a4y0E0000005PC1QAM","false","0050E00000527RMQAY","2019-11-22T15:47:00.000Z","","","ACC-00002533","0050E00000527RMQAY","2019-11-22T15:47:00.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:50:59.000Z","a4y0E0000005PC6QAM","false","0050E00000527RMQAY","2019-11-22T15:50:59.000Z","","","ACC-00002534","0050E00000527RMQAY","2019-11-22T15:50:59.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:51:25.000Z","a4y0E0000005PCBQA2","false","0050E00000527RMQAY","2019-11-22T15:51:25.000Z","","","ACC-00002535","0050E00000527RMQAY","2019-11-22T15:51:25.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:51:36.000Z","a4y0E0000005PCGQA2","false","0050E00000527RMQAY","2019-11-22T15:51:36.000Z","","","ACC-00002536","0050E00000527RMQAY","2019-11-22T15:51:36.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:54:14.000Z","a4y0E0000005PCLQA2","false","0050E00000527RMQAY","2019-11-22T15:54:14.000Z","","","ACC-00002537","0050E00000527RMQAY","2019-11-22T15:54:14.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:55:28.000Z","a4y0E0000005PCQQA2","false","0050E00000527RMQAY","2019-11-22T15:55:28.000Z","","","ACC-00002538","0050E00000527RMQAY","2019-11-22T15:55:28.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:58:55.000Z","a4y0E0000005PCVQA2","false","0050E00000527RMQAY","2019-11-22T15:58:55.000Z","","","ACC-00002539","0050E00000527RMQAY","2019-11-22T15:58:55.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:59:00.000Z","a4y0E0000005PCaQAM","false","0050E00000527RMQAY","2019-11-22T15:59:00.000Z","","","ACC-00002540","0050E00000527RMQAY","2019-11-22T15:59:00.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:59:02.000Z","a4y0E0000005PCfQAM","false","0050E00000527RMQAY","2019-11-22T15:59:02.000Z","","","ACC-00002541","0050E00000527RMQAY","2019-11-22T15:59:02.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T15:59:36.000Z","a4y0E0000005PCkQAM","false","0050E00000527RMQAY","2019-11-22T15:59:36.000Z","","","ACC-00002542","0050E00000527RMQAY","2019-11-22T15:59:36.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T16:00:21.000Z","a4y0E0000005PCpQAM","false","0050E00000527RMQAY","2019-11-22T16:00:21.000Z","","","ACC-00002543","0050E00000527RMQAY","2019-11-22T16:00:21.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T16:21:04.000Z","a4y0E0000005PCuQAM","false","0050E00000527RMQAY","2019-11-22T16:21:04.000Z","","","ACC-00002544","0050E00000527RMQAY","2019-11-22T16:21:04.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T16:23:42.000Z","a4y0E0000005PCzQAM","false","0050E00000527RMQAY","2019-11-22T16:23:42.000Z","","","ACC-00002545","0050E00000527RMQAY","2019-11-22T16:23:42.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T16:24:17.000Z","a4y0E0000005PD4QAM","false","0050E00000527RMQAY","2019-11-22T16:24:17.000Z","","","ACC-00002546","0050E00000527RMQAY","2019-11-22T16:24:17.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T16:47:34.000Z","a4y0E0000005PD9QAM","false","0050E00000527RMQAY","2019-11-22T16:47:34.000Z","","","ACC-00002547","0050E00000527RMQAY","2019-11-22T16:47:34.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T16:54:47.000Z","a4y0E0000005PDEQA2","false","0050E00000527RMQAY","2019-11-22T16:54:47.000Z","","","ACC-00002548","0050E00000527RMQAY","2019-11-22T16:54:47.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T16:57:14.000Z","a4y0E0000005PDFQA2","false","0050E00000527RMQAY","2019-11-22T16:57:14.000Z","","","ACC-00002553","0050E00000527RMQAY","2019-11-22T16:57:14.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-11-22T16:56:04.000Z","a4y0E0000005PDJQA2","false","0050E00000527RMQAY","2019-11-22T16:56:04.000Z","","","ACC-00002549","0050E00000527RMQAY","2019-11-22T16:56:04.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T16:56:31.000Z","a4y0E0000005PDOQA2","false","0050E00000527RMQAY","2019-11-22T16:56:31.000Z","","","ACC-00002550","0050E00000527RMQAY","2019-11-22T16:56:31.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-11-22T16:56:40.000Z","a4y0E0000005PDTQA2","false","0050E00000527RMQAY","2019-11-22T16:56:40.000Z","","","ACC-00002551","0050E00000527RMQAY","2019-11-22T16:56:40.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-11-22T16:56:49.000Z","a4y0E0000005PDYQA2","false","0050E00000527RMQAY","2019-11-22T16:56:49.000Z","","","ACC-00002552","0050E00000527RMQAY","2019-11-22T16:56:49.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-11-22T16:57:19.000Z","a4y0E0000005PDdQAM","false","0050E00000527RMQAY","2019-11-22T16:57:19.000Z","","","ACC-00002554","0050E00000527RMQAY","2019-11-22T16:57:19.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-11-22T17:02:47.000Z","a4y0E0000005PDeQAM","false","0050E00000527RMQAY","2019-11-22T17:02:47.000Z","","","ACC-00002557","0050E00000527RMQAY","2019-11-22T17:02:47.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T16:59:24.000Z","a4y0E0000005PDiQAM","false","0050E00000527RMQAY","2019-11-22T16:59:24.000Z","","","ACC-00002555","0050E00000527RMQAY","2019-11-22T16:59:25.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-11-22T17:00:33.000Z","a4y0E0000005PDnQAM","false","0050E00000527RMQAY","2019-11-22T17:00:33.000Z","","","ACC-00002556","0050E00000527RMQAY","2019-11-22T17:00:33.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T17:02:54.000Z","a4y0E0000005PDsQAM","false","0050E00000527RMQAY","2019-11-22T17:02:54.000Z","","","ACC-00002558","0050E00000527RMQAY","2019-11-22T17:02:54.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T17:08:39.000Z","a4y0E0000005PDxQAM","false","0050E00000527RMQAY","2019-11-22T17:08:39.000Z","","","ACC-00002559","0050E00000527RMQAY","2019-11-22T17:08:39.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T17:18:10.000Z","a4y0E0000005PE2QAM","false","0050E00000527RMQAY","2019-11-22T17:18:10.000Z","","","ACC-00002560","0050E00000527RMQAY","2019-11-22T17:18:10.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-22T17:24:23.000Z","a4y0E0000005PE7QAM","false","0050E00000527RMQAY","2019-11-22T17:24:23.000Z","","","ACC-00002561","0050E00000527RMQAY","2019-11-22T17:24:23.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-25T08:42:07.000Z","a4y0E0000005PECQA2","false","0050E00000527RMQAY","2019-11-25T08:42:07.000Z","","","ACC-00002562","0050E00000527RMQAY","2019-11-25T08:42:07.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-25T08:51:07.000Z","a4y0E0000005PEHQA2","false","0050E00000527RMQAY","2019-11-25T08:51:07.000Z","","","ACC-00002563","0050E00000527RMQAY","2019-11-25T08:51:07.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-25T09:01:48.000Z","a4y0E0000005PEMQA2","false","0050E00000527RMQAY","2019-11-25T09:01:48.000Z","","","ACC-00002564","0050E00000527RMQAY","2019-11-25T09:01:48.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-25T09:12:30.000Z","a4y0E0000005PERQA2","false","0050E00000527RMQAY","2019-11-25T09:12:30.000Z","","","ACC-00002565","0050E00000527RMQAY","2019-11-25T09:12:30.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-25T09:14:34.000Z","a4y0E0000005PEWQA2","false","0050E00000527RMQAY","2019-11-25T09:14:34.000Z","","","ACC-00002566","0050E00000527RMQAY","2019-11-25T09:14:34.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-11-25T09:15:24.000Z","a4y0E0000005PEbQAM","false","0050E00000527RMQAY","2019-11-25T09:15:24.000Z","","","ACC-00002567","0050E00000527RMQAY","2019-11-25T09:15:24.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-25T10:41:17.000Z","a4y0E0000005PEgQAM","false","0050E00000527RMQAY","2019-11-25T10:41:17.000Z","","","ACC-00002568","0050E00000527RMQAY","2019-11-25T10:41:17.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-25T10:52:57.000Z","a4y0E0000005PElQAM","false","0050E00000527RMQAY","2019-11-25T10:52:57.000Z","","","ACC-00002569","0050E00000527RMQAY","2019-11-25T10:52:57.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-25T11:09:32.000Z","a4y0E0000005PEqQAM","false","0050E00000527RMQAY","2019-11-25T11:09:32.000Z","","","ACC-00002570","0050E00000527RMQAY","2019-11-25T11:09:32.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-25T12:03:42.000Z","a4y0E0000005PEvQAM","false","0050E00000527RMQAY","2019-11-25T12:03:42.000Z","","","ACC-00002571","0050E00000527RMQAY","2019-11-25T12:03:42.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-25T16:14:15.000Z","a4y0E0000005PF0QAM","false","0050E00000527RMQAY","2019-11-25T16:14:15.000Z","","","ACC-00002572","0050E00000527RMQAY","2019-11-25T16:14:15.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-11-26T11:42:54.000Z","a4y0E0000005PGSQA2","false","0050E00000527RMQAY","2019-11-26T11:42:54.000Z","","","ACC-00002573","0050E00000527RMQAY","2019-11-26T11:42:54.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-26T14:33:12.000Z","a4y0E0000005PGXQA2","false","0050E00000527RMQAY","2019-11-26T14:33:12.000Z","","","ACC-00002574","0050E00000527RMQAY","2019-11-26T14:33:12.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-11-28T08:51:27.000Z","a4y0E0000005PH6QAM","false","0050E00000527RMQAY","2019-11-28T08:51:27.000Z","","","ACC-00002575","0050E00000527RMQAY","2019-11-28T08:51:27.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-02T09:45:21.000Z","a4y0E0000005PHfQAM","false","0050E00000527RMQAY","2019-12-02T09:45:21.000Z","","","ACC-00002576","0050E00000527RMQAY","2019-12-02T09:45:21.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-02T09:50:43.000Z","a4y0E0000005PHkQAM","false","0050E00000527RMQAY","2019-12-02T09:50:43.000Z","","","ACC-00002577","0050E00000527RMQAY","2019-12-02T09:50:43.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-02T11:42:47.000Z","a4y0E0000005PHzQAM","false","0050E00000527RMQAY","2019-12-02T11:42:47.000Z","","","ACC-00002578","0050E00000527RMQAY","2019-12-02T11:42:47.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-02T14:12:44.000Z","a4y0E0000005PIEQA2","false","0050E00000527RMQAY","2019-12-02T14:12:44.000Z","","","ACC-00002579","0050E00000527RMQAY","2019-12-02T14:12:44.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-02T15:15:28.000Z","a4y0E0000005PIYQA2","false","0050E00000527RMQAY","2019-12-02T15:15:28.000Z","","","ACC-00002580","0050E00000527RMQAY","2019-12-02T15:15:29.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-02T15:16:38.000Z","a4y0E0000005PIdQAM","false","0050E00000527RMQAY","2019-12-02T15:16:38.000Z","","","ACC-00002581","0050E00000527RMQAY","2019-12-02T15:16:38.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-02T17:09:03.000Z","a4y0E0000005PIiQAM","false","0050E00000527RMQAY","2019-12-02T17:09:03.000Z","","","ACC-00002582","0050E00000527RMQAY","2019-12-02T17:09:03.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-03T10:08:33.000Z","a4y0E0000005PInQAM","false","0050E00000527RMQAY","2019-12-03T10:08:33.000Z","","","ACC-00002583","0050E00000527RMQAY","2019-12-03T10:08:33.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-03T10:14:13.000Z","a4y0E0000005PIsQAM","false","0050E00000527RMQAY","2019-12-03T10:14:13.000Z","","","ACC-00002584","0050E00000527RMQAY","2019-12-03T10:14:13.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-03T10:14:29.000Z","a4y0E0000005PIxQAM","false","0050E00000527RMQAY","2019-12-03T10:14:29.000Z","","","ACC-00002585","0050E00000527RMQAY","2019-12-03T10:14:29.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-12-03T13:48:56.000Z","a4y0E0000005PJHQA2","false","0050E00000527RMQAY","2019-12-03T13:48:56.000Z","","","ACC-00002586","0050E00000527RMQAY","2019-12-03T13:48:56.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-12-04T08:56:00.000Z","a4y0E0000005PJMQA2","false","0050E00000527RMQAY","2019-12-04T08:56:00.000Z","","","ACC-00002587","0050E00000527RMQAY","2019-12-04T08:56:00.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-04T10:18:56.000Z","a4y0E0000005PJRQA2","false","0050E00000527RMQAY","2019-12-04T10:18:56.000Z","","","ACC-00002588","0050E00000527RMQAY","2019-12-04T10:18:56.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-04T12:04:31.000Z","a4y0E0000005PJWQA2","false","0050E00000527RMQAY","2019-12-04T12:04:31.000Z","","","ACC-00002589","0050E00000527RMQAY","2019-12-04T12:04:31.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-04T14:30:36.000Z","a4y0E0000005PJbQAM","false","0050E00000527RMQAY","2019-12-04T14:30:36.000Z","","","ACC-00002590","0050E00000527RMQAY","2019-12-04T14:30:36.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-04T14:39:00.000Z","a4y0E0000005PJgQAM","false","0050E00000527RMQAY","2019-12-04T14:39:00.000Z","","","ACC-00002591","0050E00000527RMQAY","2019-12-04T14:39:00.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-04T14:44:02.000Z","a4y0E0000005PJlQAM","false","0050E00000527RMQAY","2019-12-04T14:44:02.000Z","","","ACC-00002592","0050E00000527RMQAY","2019-12-04T14:44:02.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-04T14:45:29.000Z","a4y0E0000005PJqQAM","false","0050E00000527RMQAY","2019-12-04T14:45:29.000Z","","","ACC-00002593","0050E00000527RMQAY","2019-12-04T14:45:29.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-12-04T14:49:55.000Z","a4y0E0000005PJvQAM","false","0050E00000527RMQAY","2019-12-04T14:49:55.000Z","","","ACC-00002594","0050E00000527RMQAY","2019-12-04T14:49:55.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-12-04T14:50:44.000Z","a4y0E0000005PK0QAM","false","0050E00000527RMQAY","2019-12-04T14:50:44.000Z","","","ACC-00002595","0050E00000527RMQAY","2019-12-04T14:50:44.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-04T14:56:20.000Z","a4y0E0000005PK5QAM","false","0050E00000527RMQAY","2019-12-04T14:56:20.000Z","","","ACC-00002596","0050E00000527RMQAY","2019-12-04T14:56:20.000Z","","a4n0E000000n0wsQAA"
"0050E00000527RMQAY","2019-12-04T14:56:49.000Z","a4y0E0000005PKAQA2","false","0050E00000527RMQAY","2019-12-04T14:56:49.000Z","","","ACC-00002597","0050E00000527RMQAY","2019-12-04T14:56:49.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-04T16:33:45.000Z","a4y0E0000005PKFQA2","false","0050E00000527RMQAY","2019-12-04T16:33:45.000Z","","","ACC-00002598","0050E00000527RMQAY","2019-12-04T16:33:45.000Z","","a4n0E000000Q8BuQAK"
"0050E00000527RMQAY","2019-12-04T16:47:41.000Z","a4y0E0000005PKKQA2","false","0050E00000527RMQAY","2019-12-04T16:47:41.000Z","","","ACC-00002599","0050E00000527RMQAY","2019-12-04T16:47:41.000Z","","a4n0E000000Q8BuQAK"
