"CREATEDBYID","CREATEDDATE","GRUPPO__C","ID","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","OWNERID","RAGGRUPPAMENTO__C","SYSTEMMODSTAMP"
"0050E000000SMCWQA4","2019-07-22T08:56:05.000Z","a4o0E0000000iYlQAI","a5B0E000003NDq3UAG","false","0050E000005VHptQAG","2019-09-09T08:52:33.000Z","","","GR-00000003","0050E000000SMCWQA4","","2019-09-09T08:52:35.000Z"
"0050E000000SMCWQA4","2019-07-22T08:56:30.000Z","a4o0E0000000iYlQAI","a5B0E000003NDq4UAG","false","0050E000005VHptQAG","2019-09-09T08:52:33.000Z","","","GR-00000004","0050E000000SMCWQA4","","2019-09-09T08:52:35.000Z"
"0050E000000SMCWQA4","2019-07-22T08:56:44.000Z","a4o0E0000000iYlQAI","a5B0E000003NDqDUAW","false","0050E000005VHptQAG","2019-09-09T08:52:33.000Z","","","GR-00000005","0050E000000SMCWQA4","","2019-09-09T08:52:35.000Z"
"0050E000000SMCWQA4","2019-07-22T08:56:55.000Z","a4o0E0000000iYlQAI","a5B0E000003NDqIUAW","false","0050E000005VHptQAG","2019-09-09T08:52:33.000Z","","","GR-00000006","0050E000000SMCWQA4","","2019-09-09T08:52:35.000Z"
"0050E000000SMCWQA4","2019-07-22T08:57:09.000Z","a4o0E0000000iYlQAI","a5B0E000003NDqJUAW","false","0050E000005VHptQAG","2019-09-09T08:52:33.000Z","","","GR-00000007","0050E000000SMCWQA4","","2019-09-09T08:52:35.000Z"
"0050E000000SMCWQA4","2019-07-22T08:50:34.000Z","a4o0E0000000iYlQAI","a5B0E000003NDpyUAG","false","0050E000005VHptQAG","2019-09-09T08:52:33.000Z","","","GR-00000002","0050E000000SMCWQA4","","2019-09-09T08:52:35.000Z"
"0050E000000SMCWQA4","2019-07-22T08:50:18.000Z","a4o0E0000000iYlQAI","a5B0E000003NDptUAG","false","0050E000005VHptQAG","2019-09-09T08:52:33.000Z","","","GR-00000001","0050E000000SMCWQA4","","2019-09-09T08:52:35.000Z"
